,Area,Rooms,Yard,Floors,Owners,Year,Basement,Attic,Garage,Storage,Guest,Price
9042,62710,17,1,54,9,2001,3620,922,217,1,7,6279618.1
9043,66389,6,1,46,8,2003,3359,2188,114,1,9,6644576.3
9044,40619,50,1,27,1,1993,4313,2008,939,0,3,4066846.3
9045,59738,38,0,35,8,2002,7656,1171,718,1,1,5975675.2
9046,60842,28,1,4,9,2018,5651,2170,423,0,1,6087203.8
9047,95875,70,1,14,8,1998,879,455,364,0,1,9597732.8
9048,44803,64,0,18,9,1990,9121,3098,383,1,5,4483091.0
9049,40633,34,1,1,6,2002,7966,7459,238,1,3,4069305.2
9050,43359,53,0,9,3,1991,9881,8847,418,1,4,4340729.1
9051,98131,58,0,97,2,2012,8286,6208,819,1,1,9822005.2
9052,7101,73,0,6,10,2012,9168,6768,912,1,5,715591.2
9053,54469,53,0,88,5,1999,9629,1626,178,0,3,5455583.9
9054,67580,11,1,69,10,2005,3729,1474,707,0,3,6765906.5
9055,69893,70,0,65,3,2017,4797,1882,281,1,9,6991116.7
9056,31704,62,1,40,1,2004,4848,5869,682,1,4,3174667.4
9057,40557,64,1,19,9,2008,6479,6685,194,0,4,4061491.8
9058,75293,31,0,89,3,2021,2893,6950,166,1,6,7535976.1
9059,87596,67,0,94,2,2006,4344,1645,828,1,1,8772432.6
9060,77252,86,1,61,5,1991,5703,1552,245,1,10,7730648.1
9061,45963,28,0,55,8,2019,1367,3163,974,0,0,4607265.9
9062,36048,57,0,100,2,2006,3145,9902,310,0,1,3614178.6
9063,16058,46,0,58,2,2009,5886,597,627,1,7,1612601.9
9064,50678,76,0,32,1,1992,6423,8856,569,1,8,5071621.2
9065,34835,98,0,64,8,1997,4989,9405,495,0,4,3489669.7
9066,80249,52,1,43,3,2008,1972,4336,695,0,1,8034277.8
9067,93670,99,1,4,10,2000,9084,340,898,0,5,9372029.0
9068,73734,37,0,13,9,2011,589,6587,969,0,7,7374998.1
9069,5058,64,1,63,7,2010,1113,6356,987,0,10,514459.0
9070,24957,3,1,83,7,1995,2558,3309,609,0,8,2506130.5
9071,7764,45,0,11,1,1998,4666,2621,459,0,4,777955.8
9072,93664,34,1,39,3,2010,8170,6042,984,1,4,9371580.0
9073,53104,91,1,4,2,2016,4450,7198,664,0,9,5314198.6
9074,57990,26,1,11,7,2012,2835,8002,333,0,0,5802883.2
9075,84308,40,0,52,5,2005,5519,206,194,0,0,8433276.5
9076,48559,58,0,97,6,2008,8229,4363,409,0,9,4864445.8
9077,59971,45,0,54,5,1998,6152,9751,783,1,4,6000649.8
9078,29004,29,1,53,3,2021,3301,6940,411,0,2,2908364.1
9079,45524,90,1,56,5,2013,4940,8585,983,0,9,4562413.3
9080,18844,88,0,100,7,2006,4219,7871,355,1,4,1887200.6
9081,61141,97,0,83,4,1997,1208,3713,333,0,5,6121399.7
9082,21261,50,1,4,9,1998,3451,4990,497,1,3,2131594.8
9083,95602,86,0,64,4,2008,4503,7928,928,0,6,9566578.8
9084,8708,96,1,79,4,2007,8277,4204,967,0,9,879427.7
9085,91342,52,0,49,8,1999,9644,4072,950,0,3,9143600.9
9086,7789,28,1,92,7,1998,8583,1004,147,0,7,784603.8
9087,56726,12,1,81,8,2018,8957,2609,815,1,8,5683041.8
9088,40784,49,0,98,3,2018,6682,9581,664,1,9,4085952.8
9089,9448,58,1,49,4,2020,3506,3320,139,1,8,952004.0
9090,6570,80,1,52,5,2010,7057,7031,741,1,6,667714.0
9091,23213,89,0,42,8,2018,43,3732,999,0,6,2327859.8
9092,26444,43,1,4,10,2017,1460,6541,664,0,9,2649524.7
9093,23320,96,0,88,6,2013,9034,90,826,1,6,2337805.3
9094,92782,26,1,77,10,1990,5183,2000,493,0,5,9287161.0
9095,86163,4,0,59,9,2020,342,8276,953,1,0,8621912.0
9096,10128,44,1,30,3,1994,3329,9622,835,0,3,1021009.4
9097,9861,87,0,26,6,2020,3974,7211,837,1,1,990552.0
9098,70435,46,0,58,10,2013,5236,1776,348,1,8,7048486.3
9099,67843,60,0,45,4,2018,2665,9284,841,1,0,6786741.8
9100,2871,83,1,44,4,2018,3500,733,732,0,9,298537.8
9101,9008,42,1,65,6,2019,8933,8978,277,0,4,907736.9
9102,40037,5,0,96,6,1995,7930,9128,141,1,9,4012108.5
9103,11260,75,0,67,9,2008,9068,4289,976,1,6,1131709.8
9104,41212,31,0,98,5,2013,9750,7409,423,0,0,4128709.3
9105,91743,28,0,40,5,2000,195,2238,697,1,2,9181611.0
9106,45738,30,1,69,10,2021,5941,5641,445,0,8,4583032.1
9107,636,47,0,59,3,2001,4476,2053,899,0,8,73625.1
9108,37171,56,1,61,2,2004,3036,8473,329,0,2,3723277.4
9109,11646,40,0,66,10,1997,2915,5191,900,1,2,1169371.7
9110,5620,94,0,56,4,1996,7397,8570,308,1,10,566525.6
9111,19373,99,1,75,4,1997,3854,2438,207,1,3,1949240.7
9112,32794,97,0,7,3,1996,506,8511,880,1,2,3279960.6
9113,28373,73,0,83,2,1993,9556,8121,121,0,6,2842729.3
9114,89823,82,1,26,7,2002,5024,4287,948,1,10,8987070.2
9115,64533,32,0,5,7,2010,7748,9485,250,1,8,6454096.0
9116,17515,12,0,64,8,1992,1868,1371,150,1,0,1754203.2
9117,24040,90,0,93,8,2015,6085,6578,665,0,10,2412253.5
9118,48289,68,1,19,7,2015,8842,4008,734,1,0,4835241.5
9119,17513,98,0,36,6,2020,9743,1700,705,1,10,1754716.0
9120,20401,88,1,3,8,1994,8548,3330,313,1,1,2047409.4
9121,6009,55,0,56,7,2019,3216,1084,679,1,9,610176.9
9122,85104,7,1,37,6,2014,4537,5629,103,1,2,8517206.4
9123,65886,71,1,15,8,2012,187,9089,626,1,4,6592196.2
9124,79096,79,1,15,7,2005,202,5657,698,1,8,7917449.5
9125,95098,30,0,4,9,2002,9545,1344,501,1,2,9510300.2
9126,54336,38,1,13,9,2005,1340,3632,399,0,7,5442172.5
9127,85300,98,1,64,9,2002,8803,6687,768,0,3,8536653.2
9128,40906,58,0,29,9,2008,9059,4328,201,1,9,4094554.8
9129,82585,80,0,82,1,2004,3254,7812,482,0,0,8265084.4
9130,73021,10,1,76,2,2002,5032,7767,813,0,4,7311448.2
9131,57044,25,0,93,6,1992,2439,2443,527,1,4,5713004.2
9132,78882,100,1,63,8,2014,6371,5019,134,0,6,7893540.4
9133,56013,46,1,64,6,2000,6404,6739,998,1,8,5611203.0
9134,60863,52,0,44,5,2005,3822,9663,692,1,4,6091262.5
9135,83520,39,0,37,10,1992,9349,8127,516,0,2,8359050.2
9136,71848,86,0,61,2,2017,5743,5290,175,1,2,7189666.7
9137,69067,37,1,62,7,2020,8829,2341,563,0,4,6911055.0
9138,79653,4,0,19,1,2013,9783,989,513,0,7,7972109.3
9139,16977,46,1,54,6,2019,8832,4081,416,0,6,1706568.9
9140,13594,8,0,73,1,2019,8145,4420,968,1,9,1365330.9
9141,4711,98,0,80,5,2007,7325,6629,813,1,0,478449.7
9142,89124,33,0,62,3,1993,5314,274,806,1,10,8919357.3
9143,62599,8,0,37,10,2012,428,2077,909,1,0,6268809.2
9144,74572,74,1,48,9,2013,1473,8373,477,1,4,7463538.3
9145,56197,81,0,39,2,2006,3004,3488,983,1,1,5625138.6
9146,66687,95,1,21,10,2000,3649,5983,926,0,4,6675401.0
9147,47519,8,1,95,10,2006,87,5881,814,1,9,4759722.6
9148,21581,26,0,77,6,2007,9960,6450,811,1,0,2166100.7
9149,16956,25,0,69,6,2018,956,3480,715,1,7,1705161.8
9150,56148,84,0,16,4,2017,6716,3388,893,1,8,5617858.7
9151,85429,20,0,28,8,2014,2582,330,918,0,3,8546147.4
9152,84058,64,0,99,7,2004,8861,6626,429,0,2,8415755.4
9153,18604,63,0,23,10,2003,96,7979,995,1,4,1861172.3
9154,90179,27,0,66,7,2009,6791,3873,794,1,9,9023038.9
9155,60135,62,1,86,1,2001,7680,3658,255,0,5,6024974.1
9156,45506,87,0,60,1,2016,5264,4245,852,0,9,4556396.6
9157,95730,43,1,85,8,2011,5571,1868,257,0,9,9583824.1
9158,51121,83,1,89,8,2017,1889,8858,230,1,9,5123563.7
9159,63915,68,0,49,4,2009,260,9525,593,1,4,6395585.9
9160,9629,14,1,16,3,2004,4944,3082,257,1,8,968526.4
9161,68837,64,1,50,6,2003,171,8899,946,0,4,6887892.3
9162,39239,29,0,97,2,2002,1749,643,986,0,10,3933198.2
9163,58917,83,1,29,1,1996,9028,9582,298,0,0,5898396.6
9164,46921,77,1,44,6,2011,6850,5074,520,1,10,4697734.1
9165,65555,94,1,88,5,2021,7947,3287,555,0,0,6565694.1
9166,2355,94,0,95,9,2010,9559,9771,947,1,1,246001.0
9167,21851,93,0,57,3,2014,1607,8377,168,1,2,2188090.4
9168,19677,43,1,79,8,2000,1119,3919,375,0,8,1979423.0
9169,39661,59,0,83,9,2000,6114,6989,386,0,3,3974103.0
9170,20967,33,1,97,9,1995,2125,2135,210,1,4,2108465.5
9171,9057,34,0,50,8,2007,1790,9325,383,0,8,906900.7
9172,46301,51,1,48,2,2018,8001,3841,421,1,9,4637166.8
9173,92238,44,1,63,1,1998,3227,8131,718,1,1,9237221.8
9174,41880,55,0,87,5,2014,9227,4688,211,0,2,4192229.4
9175,44459,50,1,62,5,1994,3300,9955,622,0,7,4452340.4
9176,10821,73,0,17,2,1998,2933,6153,143,0,8,1086242.8
9177,24560,68,0,3,8,2019,861,2701,576,1,6,2457903.9
9178,864,17,1,15,2,1999,2420,9941,427,0,9,89905.9
9179,23212,2,1,90,2,2015,5228,2040,796,0,8,2327333.5
9180,31459,86,1,27,9,1995,1588,2201,789,0,0,3155046.5
9181,80206,28,0,42,4,2014,4620,6153,854,1,10,8027224.4
9182,48926,54,1,57,3,1990,5018,1472,358,0,3,4896578.0
9183,9109,76,1,83,9,1997,823,7919,861,1,8,923884.7
9184,48403,62,0,3,9,1996,5786,9954,941,0,10,4841127.6
9185,12011,74,1,28,10,2018,8374,5131,905,0,1,1208645.8
9186,6470,57,1,48,8,2012,2423,8794,868,1,6,656687.2
9187,55872,56,0,4,10,2018,8581,9861,191,0,8,5591474.8
9188,37213,79,0,95,9,1996,4803,8253,531,1,2,3734467.6
9189,55851,3,1,11,3,1994,1044,660,646,1,9,5592415.4
9190,48395,65,0,38,6,2011,9736,1440,667,0,4,4845798.1
9191,27946,86,1,15,3,2009,1481,9240,705,1,9,2797128.9
9192,12066,49,0,41,7,2012,3581,4275,730,1,8,1207916.2
9193,59109,45,0,21,5,1993,2002,5507,407,0,0,5914617.3
9194,57801,64,1,41,6,2019,4958,1537,169,0,0,5787838.9
9195,1448,85,0,99,7,2020,671,6270,895,1,8,154560.0
9196,40571,8,0,18,9,2014,4006,7710,658,1,8,4058935.4
9197,85030,1,1,48,5,2009,7631,476,815,0,4,8509868.9
9198,26690,37,1,15,6,2016,5625,8297,203,1,4,2677484.6
9199,97110,95,0,21,8,2018,6780,3819,240,1,5,9717346.8
9200,77591,36,1,79,7,2002,7732,7509,127,0,1,7767753.2
9201,10109,6,0,81,7,1990,8202,590,716,0,10,1018391.0
9202,3712,89,1,62,4,1990,443,1872,642,0,8,378944.0
9203,61485,74,0,17,9,2008,7471,6422,501,0,7,6150376.8
9204,39818,4,1,94,5,2009,6521,7389,148,1,2,3990192.9
9205,24064,79,1,59,1,2005,10,3969,985,1,8,2414680.5
9206,76818,13,0,81,9,2016,9229,4981,612,1,9,7688569.6
9207,96767,62,0,66,4,1997,8252,8145,167,0,5,9680781.7
9208,7184,30,1,11,1,2008,3658,4164,387,0,7,724159.8
9209,63062,60,0,37,8,2003,3391,5307,948,0,2,6307914.3
9210,33793,63,1,42,4,2000,9494,4010,784,1,5,3386082.0
9211,26089,2,0,60,3,1999,6541,2412,616,0,7,2615439.9
9212,9223,50,0,74,10,2006,7438,7970,976,1,9,927886.6
9213,64717,8,1,64,6,2008,103,4933,300,0,3,6479615.8
9214,1513,95,0,43,9,2002,2504,8951,718,0,10,155010.2
9215,89008,84,1,72,9,2015,1106,6566,777,0,1,8911947.5
9216,4803,42,0,79,6,2006,6414,8347,779,0,9,485590.6
9217,64128,36,1,48,10,2009,3220,9542,642,1,0,6418143.9
9218,47956,61,0,69,10,2016,3515,3972,959,0,1,4800729.6
9219,96915,20,1,23,10,2020,3272,8097,920,1,7,9695754.0
9220,98025,98,1,90,1,2005,4543,655,251,0,4,9813291.5
9221,95148,52,0,100,10,2008,8257,779,339,0,10,9522550.8
9222,93283,87,0,25,7,1996,4915,7580,378,1,9,9333627.6
9223,80837,82,1,70,4,1993,6217,8853,285,1,1,8089906.3
9224,64869,79,1,22,8,1996,70,6804,637,1,4,6492457.6
9225,44750,96,0,94,5,2018,8957,1252,108,1,3,4479097.8
9226,55840,89,0,11,6,1995,9314,3519,912,0,2,5588693.5
9227,40934,51,0,41,9,2018,1270,185,530,0,7,4096884.8
9228,32951,20,1,53,1,1992,1204,8965,752,0,0,3300626.2
9229,99552,28,1,49,1,1993,1361,1127,525,1,6,9964331.3
9230,62093,12,0,94,2,2004,9421,7699,777,1,2,6222279.4
9231,72445,92,1,26,1,2013,5714,3261,746,0,0,7249734.3
9232,83352,88,1,91,6,2010,1045,5911,841,0,8,8348414.0
9233,65494,74,1,91,4,2004,8641,4672,915,0,0,6562471.4
9234,11084,97,0,79,7,1998,6932,9633,946,0,2,1113370.8
9235,81974,86,1,78,2,2013,2472,335,535,1,1,8207704.3
9236,81262,32,1,41,10,1991,7324,1876,846,1,10,8132826.1
9237,78453,28,1,83,5,1997,6247,8873,776,0,7,7859262.7
9238,5598,10,0,38,6,1994,5818,1570,825,0,0,562211.4
9239,58852,48,1,79,6,1992,7200,7657,956,1,2,5892490.2
9240,32389,73,1,86,2,2007,6047,5764,466,0,5,3247575.7
9241,57798,52,0,31,1,2017,3441,7750,359,0,7,5783464.7
9242,45947,16,0,15,7,1999,91,4894,103,0,5,4595814.9
9243,74390,42,1,14,1,2013,4284,9971,253,0,10,7441689.3
9244,56711,54,0,1,10,1994,9545,9701,143,0,6,5673734.4
9245,10048,75,0,34,3,1991,3960,4166,729,0,1,1006643.1
9246,68783,15,0,80,10,1994,6498,2439,403,1,9,6885739.4
9247,27586,100,0,64,5,2011,7988,6567,266,0,8,2762137.1
9248,74190,42,1,67,3,2017,3328,4927,107,0,1,7425893.7
9249,77724,78,0,79,2,1995,8324,6918,982,1,10,7779385.5
9250,78851,24,0,53,9,1998,5929,1703,331,0,4,7891785.8
9251,88521,38,1,97,1,2018,2986,6632,495,1,1,8857964.8
9252,72527,14,1,12,6,1995,8820,9541,418,0,7,7256618.5
9253,10987,48,1,93,8,1997,2372,4559,633,0,0,1106231.7
9254,81531,57,0,2,1,1990,6192,9969,736,1,2,8158198.0
9255,67870,60,1,24,3,2007,4460,9990,543,1,4,6793060.7
9256,68738,8,0,74,4,2010,8272,3502,852,0,4,6884205.0
9257,48452,5,1,53,1,1997,8321,1905,482,0,10,4853030.7
9258,51040,60,0,38,4,2016,2295,1439,437,1,6,5107385.6
9259,71549,58,1,85,9,1996,1431,1075,671,1,9,7163168.6
9260,60828,73,0,84,5,2018,3052,3870,263,0,6,6089951.8
9261,59348,61,0,19,7,2012,2240,5217,959,1,6,5938039.2
9262,26861,69,0,19,9,2013,7106,7748,989,1,2,2687627.3
9263,43278,23,1,99,9,2021,2231,7900,385,1,8,4340381.1
9264,41494,32,0,34,4,2017,568,8833,563,0,4,4155958.7
9265,27881,8,0,92,8,1995,8449,434,405,0,3,2797847.5
9266,8114,86,0,44,8,2017,7951,8257,902,1,3,817743.7
9267,92373,79,0,74,8,2016,2690,2939,955,0,5,9247617.6
9268,95337,63,1,65,7,2007,602,2692,335,0,6,9543247.7
9269,5246,49,1,51,8,1998,2117,4370,205,0,6,532545.8
9270,52337,42,1,70,2,1999,1473,9520,130,0,7,5243778.9
9271,14894,65,0,40,6,2018,6,9098,712,1,0,1495322.8
9272,87840,77,0,69,9,2003,7475,4830,752,1,2,8785859.3
9273,47765,15,0,66,5,2007,5106,5280,431,0,10,4781324.7
9274,99510,58,0,5,2,2002,8701,2390,872,0,7,9951800.2
9275,21364,73,1,42,1,1996,370,6597,157,0,3,2145401.6
9276,58774,62,0,84,3,1991,6622,2486,353,1,4,5884531.1
9277,80922,7,1,98,8,2002,9705,7940,734,1,1,8105660.2
9278,62302,41,0,91,2,2010,2825,9157,198,0,4,6239702.0
9279,98032,81,1,41,5,1999,2870,4546,424,0,10,9812466.9
9280,42363,31,0,14,2,2020,3781,1581,365,1,2,4238826.0
9281,21536,48,1,67,10,2016,3622,3477,530,0,5,2165059.6
9282,86732,35,0,99,1,1996,2333,262,726,0,10,8680037.6
9283,49305,80,0,87,1,2006,8898,3793,833,0,4,4939975.6
9284,48820,57,1,31,4,2007,7139,5536,976,0,1,4890832.7
9285,23407,51,0,53,9,1997,8824,9552,847,1,1,2350099.7
9286,14611,94,0,48,3,2014,3271,2658,655,1,3,1468749.4
9287,17368,92,1,37,8,1991,4261,8875,642,0,9,1745031.1
9288,77927,11,0,39,8,2011,7644,3303,230,1,9,7796739.1
9289,71436,8,1,26,8,1994,328,8038,905,1,3,7149795.4
9290,82643,84,0,77,2,2003,663,3740,496,1,5,8274608.3
9291,65273,91,0,29,9,2019,4089,6156,937,0,8,6533559.9
9292,58871,78,0,60,3,2000,8474,6584,327,0,8,5893000.0
9293,93506,86,1,73,5,2004,661,6615,850,1,1,9355304.4
9294,81600,46,1,16,2,2008,1841,591,427,1,2,8163638.8
9295,12716,25,1,78,4,2002,1945,583,350,1,8,1278601.2
9296,46422,24,1,4,9,2016,2768,3137,233,1,7,4645311.6
9297,18106,34,0,9,9,1995,8002,8839,715,0,9,1813621.5
9298,22390,85,0,31,3,2011,8025,2202,322,0,1,2242019.1
9299,64982,47,1,46,6,2002,7055,1875,168,1,9,6501591.2
9300,6824,44,1,21,7,2020,4254,5044,171,0,5,690852.0
9301,69942,67,0,62,6,2008,7253,5226,832,0,9,7000444.8
9302,28247,72,0,97,8,2006,518,9261,995,1,5,2837586.6
9303,83564,20,1,60,5,2010,5420,9908,927,1,2,8366616.0
9304,86720,7,1,22,2,2019,4000,6521,491,1,0,8676437.9
9305,53978,3,0,63,4,2021,5082,9585,151,0,7,5399425.1
9306,78993,50,1,72,8,2007,7677,6177,107,0,2,7905911.7
9307,19537,61,0,83,2,2020,1962,275,721,0,5,1960626.0
9308,81330,81,0,12,1,2006,208,8696,596,0,5,8134552.6
9309,55115,87,1,82,6,2019,5024,8257,675,0,1,5522593.9
9310,83615,21,1,76,6,2011,3893,4165,740,0,4,8367434.1
9311,24176,76,0,68,3,2020,2313,1169,711,1,4,2424926.0
9312,87186,13,0,98,2,2006,5269,1871,580,0,1,8725843.6
9313,76718,1,1,32,7,1993,8514,515,889,0,10,7678291.3
9314,34686,70,1,45,5,2018,4689,4368,767,0,1,3478751.8
9315,1372,85,1,61,9,1994,8590,1810,169,1,2,141991.4
9316,85391,4,1,3,2,2007,2793,5070,341,0,6,8547440.7
9317,88190,11,1,7,1,2000,2566,3454,817,0,6,8825664.0
9318,29465,89,0,31,9,1990,8262,2890,842,0,4,2948873.0
9319,36475,64,0,53,7,2010,8979,3503,393,0,6,3653259.0
9320,14807,30,1,59,7,2016,7326,7417,501,0,0,1488467.6
9321,13176,82,1,54,4,2016,5874,1827,725,1,3,1326833.6
9322,33747,44,0,65,4,2011,5425,3180,280,1,9,3379216.1
9323,72586,63,0,39,9,2017,2929,8280,971,1,7,7260767.7
9324,6040,45,1,23,9,1995,9301,3177,539,0,6,611596.5
9325,17791,36,0,63,7,2006,4717,9947,430,1,7,1786416.6
9326,37542,93,1,15,9,2014,1786,992,425,0,7,3760359.4
9327,4991,77,1,44,7,2010,9117,1158,134,1,10,510147.0
9328,35375,18,1,39,9,1991,2534,4366,550,1,8,3547723.1
9329,68760,86,0,90,5,2009,3855,9786,651,1,7,6886258.9
9330,43667,43,1,81,4,1993,1829,6224,162,1,3,4376408.3
9331,28472,63,0,100,2,1998,9382,3264,858,1,2,2857049.8
9332,45916,93,1,60,5,2009,4561,5252,486,0,8,4603170.9
9333,39110,18,0,34,2,2018,7078,1501,271,1,2,3915015.8
9334,54484,26,1,21,8,1996,8337,7129,237,1,8,5453182.6
9335,88828,41,0,77,10,2014,5454,270,104,1,0,8887849.4
9336,37875,69,0,53,3,2016,7366,5929,799,0,1,3791076.6
9337,33709,31,1,7,5,1997,3797,4990,461,0,5,3378877.7
9338,4574,33,1,77,4,2012,1264,3909,506,0,6,463922.2
9339,38713,80,1,91,4,2008,7187,1190,722,0,7,3888712.8
9340,48796,18,0,3,7,1998,7803,4910,681,1,5,4884112.8
9341,98350,34,1,96,5,2002,8127,1770,178,0,10,9843345.2
9342,5675,18,1,43,9,1994,5183,7864,436,1,9,570150.4
9343,13079,78,0,11,5,2011,4724,319,271,0,1,1312452.1
9344,80282,22,1,37,2,2014,9027,9713,338,0,0,8034878.4
9345,27842,72,1,59,9,2001,5026,9958,941,0,2,2797107.1
9346,94351,99,1,62,1,2018,7032,9952,950,0,0,9442916.8
9347,12903,19,1,65,2,2005,1905,7347,808,1,4,1297674.5
9348,85474,25,1,37,7,2018,204,2624,639,0,6,8552671.8
9349,48033,41,1,1,6,1994,7386,7266,805,0,9,4807525.4
9350,13344,21,0,100,1,1991,9044,8890,512,0,4,1342649.1
9351,86663,61,0,79,2,2002,7018,2673,917,1,0,8667440.2
9352,22387,3,1,24,6,1998,6028,6297,364,1,9,2243743.8
9353,44247,62,0,55,2,1992,5885,7844,609,0,4,4426084.2
9354,35226,80,1,94,2,2012,5959,7781,222,0,8,3527233.2
9355,70293,99,0,80,1,2011,395,175,829,1,8,7035614.1
9356,94396,45,0,10,4,1994,185,7940,695,1,9,9443018.4
9357,69665,77,1,3,6,2009,4784,6906,329,1,0,6972179.9
9358,14948,45,0,92,4,1991,7167,7119,807,0,9,1505852.1
9359,82610,82,1,36,7,2001,5594,2911,210,1,0,8265361.1
9360,89173,61,0,22,5,2009,512,7359,254,1,10,8921642.9
9361,48805,64,0,81,8,1992,1803,5272,451,1,9,4888277.2
9362,50077,66,0,72,10,2016,914,514,222,1,7,5009343.6
9363,32616,60,0,37,1,2003,2795,3692,888,1,6,3266801.3
9364,2750,72,1,51,1,2018,7584,1742,158,1,1,287478.8
9365,27532,75,1,42,10,2016,484,7159,270,1,9,2763972.6
9366,44924,95,0,4,4,2000,8114,1613,810,0,0,4493620.0
9367,23378,13,1,9,2,1996,6280,9662,904,0,2,2344668.6
9368,64441,22,1,1,10,2001,8118,1368,690,1,2,6448195.1
9369,74760,36,1,18,8,2011,6469,8641,668,0,3,7486764.1
9370,70794,39,0,25,10,2004,6171,1534,694,1,8,7084340.4
9371,44528,50,1,11,5,2015,4489,8417,962,1,3,4457099.5
9372,58628,97,1,20,1,2001,5168,5162,783,0,0,5868912.1
9373,45692,12,0,77,10,2021,145,9956,159,0,2,4572466.1
9374,67417,68,0,67,2,1990,1335,2071,815,1,8,6743688.0
9375,68731,83,1,41,3,2015,7409,3574,590,0,6,6879026.5
9376,81573,1,1,74,6,1996,6858,5478,294,1,6,8164179.6
9377,15859,70,0,72,3,1998,6085,1653,522,0,2,1591965.8
9378,34071,52,1,89,1,2005,3718,8063,771,1,7,3416473.5
9379,82131,3,1,73,7,2002,1908,4359,714,0,5,8222305.2
9380,2695,30,1,55,6,2006,3740,2990,560,1,8,275276.6
9381,51891,91,0,1,10,2018,9341,491,731,1,4,5189836.8
9382,82469,2,1,66,6,2009,7623,8861,186,1,5,8252420.9
9383,31785,14,1,4,2,1996,7364,210,491,0,4,3187741.6
9384,81147,38,0,80,3,2006,823,1721,928,1,9,8119401.6
9385,13024,96,1,37,10,2017,4288,4994,404,0,5,1309075.7
9386,35160,8,1,86,4,2004,461,1849,953,0,10,3527556.4
9387,56284,58,1,5,10,2019,2349,8390,372,0,6,5632964.9
9388,1095,33,0,52,1,2003,9343,4561,315,1,5,112264.3
9389,60250,79,1,16,1,2019,8429,899,149,1,2,6031090.9
9390,49114,13,1,12,5,1995,8550,1882,272,0,3,4919199.5
9391,66289,69,1,14,5,2000,9744,2695,890,0,2,6635346.0
9392,62940,35,0,90,6,2001,1900,5532,227,1,0,6299150.1
9393,90220,93,0,62,10,1994,3353,2673,207,0,5,9025281.4
9394,13984,6,0,54,10,2002,308,9837,660,0,1,1402812.2
9395,27961,60,0,17,6,2009,7187,9576,712,1,1,2797091.9
9396,90626,81,0,10,10,2007,4768,7829,921,1,5,9064610.7
9397,59735,27,0,77,6,2009,5944,5441,933,0,0,5984019.9
9398,75841,89,0,96,10,1996,9801,2552,850,1,1,7594188.6
9399,15417,55,0,95,8,1992,3223,2186,255,0,10,1549279.2
9400,41381,16,0,42,6,2016,7020,2180,289,0,4,4142103.6
9401,45301,37,1,44,5,2001,7672,997,525,0,8,4535094.1
9402,8305,57,0,55,9,2014,4961,1343,561,0,9,832871.4
9403,39032,21,0,28,2,2018,7764,7403,262,0,4,3907832.8
9404,36223,20,0,21,6,1998,5211,6653,823,1,1,3627823.8
9405,6127,7,1,77,2,2013,8266,3652,217,1,0,620272.3
9406,42903,3,0,59,5,1991,4733,2408,765,1,6,4295529.1
9407,18485,38,1,93,2,2019,7715,1251,363,0,9,1853308.9
9408,71296,96,0,40,1,2003,3201,5706,953,0,3,7132660.3
9409,33296,74,1,88,7,1998,8096,4556,150,1,9,3335730.8
9410,63259,29,0,25,4,2011,6792,5071,281,0,2,6330378.1
9411,28584,95,1,29,2,1993,3149,7964,190,1,1,2865308.3
9412,88258,70,1,3,2,2005,559,1497,650,0,9,8833655.5
9413,83639,3,1,49,10,2006,2420,1853,830,0,1,8374057.6
9414,51721,54,0,43,4,2002,1583,7074,883,0,7,5175060.2
9415,90253,19,0,14,5,1991,1105,3068,576,0,5,9026845.1
9416,26659,49,0,15,9,2021,2049,6036,155,1,6,2668012.1
9417,99985,20,0,77,5,2003,3025,6669,354,1,1,10004278.3
9418,61235,83,0,36,3,1990,4099,6104,929,1,5,6128731.0
9419,31451,1,1,37,3,1995,3103,4302,311,0,2,3153350.5
9420,14366,15,1,15,9,2009,5596,6777,230,1,9,1442920.9
9421,96237,80,1,32,4,2015,3692,3433,181,1,10,9631795.5
9422,51391,73,0,73,3,2008,3336,124,223,0,3,5145855.8
9423,61448,69,0,52,4,2011,4170,7715,888,1,5,6148309.1
9424,16789,53,0,42,5,1990,6329,4846,900,1,9,1681437.0
9425,67527,38,1,57,7,2005,4421,7701,417,1,7,6758641.5
9426,86472,67,0,72,9,2007,9033,5416,518,0,8,8649820.7
9427,45521,19,1,12,3,2009,4128,1219,588,1,7,4558227.9
9428,23782,31,1,74,8,1994,6830,7986,158,1,10,2385528.4
9429,36704,74,1,100,1,2007,1014,6314,933,0,0,3682620.7
9430,59718,72,1,91,5,2008,6400,9575,141,0,7,5984334.8
9431,88548,96,1,3,1,1992,5585,3891,365,0,5,8861525.2
9432,91270,52,1,86,2,1999,7262,4020,299,0,6,9143432.9
9433,71414,69,0,57,2,2000,8835,2024,939,0,1,7143211.0
9434,65653,74,1,86,1,2002,2341,1149,439,1,4,6571168.2
9435,62770,46,0,65,7,1998,6143,6505,161,0,2,6279209.8
9436,88346,63,0,66,9,2007,6444,2799,682,0,8,8837282.7
9437,48817,58,1,89,8,2000,6840,2079,171,1,8,4888333.0
9438,59213,78,1,60,9,2001,100,4708,957,1,2,5929279.1
9439,65160,67,0,5,9,2006,3868,9255,833,0,10,6519621.6
9440,86045,10,0,14,7,2021,4118,5664,554,1,2,8605790.1
9441,6820,99,1,86,1,2001,4589,7146,237,1,8,692421.1
9442,33704,55,0,47,5,1996,1402,8929,691,0,0,3375891.6
9443,10460,57,1,85,6,2020,5902,1754,815,1,4,1049039.0
