age,job,marital,education,balance,housing,loan,day,month,duration,contact_count,previous,outcome
40,self-employed,single,tertiary,265,0,0,5,2,121,3,0,0
27,management,single,tertiary,0,1,0,5,2,196,1,0,0
35,management,single,tertiary,995,0,0,5,2,39,1,0,0
47,unemployed,divorced,secondary,947,0,0,5,2,124,2,0,0
29,services,single,secondary,612,0,0,5,2,47,1,5,0
40,services,married,secondary,-212,1,1,5,2,71,1,1,0
41,technician,single,secondary,618,0,0,5,2,1056,1,0,0
41,admin.,divorced,secondary,110,1,1,5,2,76,2,0,0
33,services,single,secondary,406,1,0,5,2,61,1,1,0
33,management,married,tertiary,184,0,0,5,2,113,1,0,0
57,management,divorced,tertiary,442,0,0,5,2,41,1,3,0
33,services,single,secondary,3358,1,0,5,2,502,2,0,0
34,services,divorced,secondary,1281,0,0,5,2,237,1,0,0
53,management,married,tertiary,1624,0,0,5,2,158,3,0,1
49,blue-collar,married,primary,1,0,1,5,2,98,1,1,0
54,housemaid,divorced,primary,2253,1,0,5,2,266,1,1,0
32,admin.,married,secondary,1661,1,0,5,2,76,1,2,0
31,admin.,married,secondary,0,1,0,5,2,70,4,0,0
52,unemployed,married,secondary,-307,0,0,5,2,272,1,0,0
40,services,married,secondary,-38,1,1,5,2,121,1,0,0
32,services,married,secondary,182,0,0,5,2,277,1,2,0
33,blue-collar,married,primary,28,0,1,5,2,144,2,0,0
28,technician,single,secondary,440,0,1,5,2,177,2,0,0
46,services,married,tertiary,-780,0,1,5,2,128,1,0,0
47,technician,single,secondary,58,0,0,5,2,33,1,0,0
57,services,married,primary,-319,0,1,5,2,620,1,1,0
46,management,married,tertiary,222,0,0,5,2,92,1,0,0
31,admin.,single,tertiary,541,0,0,5,2,100,1,0,0
38,entrepreneur,married,tertiary,228,1,0,5,2,105,1,0,0
31,blue-collar,single,secondary,573,1,0,5,2,58,1,2,0
35,admin.,single,secondary,1087,0,0,5,2,110,1,0,0
32,technician,single,tertiary,1813,0,0,5,2,102,1,0,0
29,blue-collar,single,primary,365,1,1,5,2,72,1,2,0
40,admin.,married,secondary,367,1,0,5,2,89,1,1,0
27,management,single,tertiary,497,0,0,5,2,125,1,0,0
37,unemployed,married,secondary,629,1,0,5,2,255,1,0,0
33,admin.,married,secondary,56,0,0,5,2,74,2,0,0
45,management,married,tertiary,2953,1,1,5,2,388,1,0,0
54,technician,married,secondary,0,0,0,5,2,744,3,0,1
55,blue-collar,married,secondary,1765,1,0,5,2,445,1,1,0
30,technician,single,secondary,728,1,0,5,2,393,1,1,0
42,technician,married,secondary,315,1,0,5,2,208,1,2,0
45,services,married,secondary,925,1,0,5,2,118,2,4,0
34,management,divorced,tertiary,0,0,0,5,2,108,4,3,0
42,self-employed,married,secondary,513,0,0,5,2,98,1,0,0
45,technician,married,secondary,858,0,0,5,2,617,4,2,0
38,technician,divorced,tertiary,915,1,0,5,2,22,7,4,0
34,technician,single,tertiary,992,1,0,5,2,71,2,0,1
36,management,married,tertiary,190,1,0,5,2,217,1,0,0
30,unemployed,single,secondary,79,0,1,5,2,528,2,1,0
32,admin.,divorced,secondary,2294,1,0,5,2,342,2,2,0
42,technician,single,secondary,555,1,0,5,2,449,2,0,0
41,entrepreneur,single,tertiary,791,1,0,5,2,215,1,1,0
58,technician,married,secondary,0,1,0,5,2,1823,1,1,0
47,admin.,single,tertiary,178,0,0,5,2,17,6,0,0
35,self-employed,married,tertiary,137,0,0,5,2,142,4,0,0
40,blue-collar,married,primary,665,1,0,5,2,177,3,1,0
33,management,divorced,tertiary,1,1,0,5,2,26,8,1,0
39,management,single,tertiary,122,1,0,5,2,787,1,0,0
35,admin.,single,secondary,1016,0,1,5,2,418,2,0,0
30,services,married,secondary,1743,1,0,5,2,192,4,0,0
28,management,single,tertiary,810,1,0,5,2,137,2,0,0
37,blue-collar,married,secondary,660,1,1,5,2,449,4,0,0
48,management,married,tertiary,500,1,1,5,2,53,1,0,0
29,admin.,single,secondary,209,0,0,5,2,605,2,0,0
55,technician,married,secondary,956,1,1,5,2,116,4,0,0
27,technician,single,secondary,126,1,1,5,2,147,2,4,0
48,entrepreneur,single,tertiary,318,1,0,5,2,1017,4,0,1
36,student,single,secondary,624,0,0,5,2,518,2,1,0
26,blue-collar,single,tertiary,449,1,0,5,2,339,2,0,0
29,technician,single,secondary,401,1,0,5,2,127,2,0,0
33,self-employed,married,tertiary,1099,0,0,5,2,111,5,0,0
55,retired,married,tertiary,127,0,0,5,2,80,2,0,0
48,blue-collar,married,secondary,750,0,0,5,2,85,2,2,0
39,management,married,tertiary,2976,0,0,5,2,134,12,0,0
48,blue-collar,married,secondary,426,1,1,5,2,153,2,2,0
38,management,married,tertiary,0,0,0,5,2,214,2,0,0
40,unemployed,married,primary,1908,1,0,5,2,1661,2,0,1
31,student,single,tertiary,2010,1,0,5,2,15,5,1,0
28,blue-collar,single,secondary,438,1,0,5,2,347,2,0,0
42,housemaid,married,primary,4279,1,0,5,2,97,1,1,0
29,unemployed,single,secondary,523,0,0,5,2,351,1,0,0
30,admin.,married,tertiary,285,0,0,5,2,693,2,0,0
28,technician,single,secondary,1405,1,0,5,2,605,3,0,0
64,management,married,tertiary,6251,0,0,5,2,125,7,0,0
41,unemployed,married,secondary,0,0,0,5,2,532,2,0,0
37,management,married,tertiary,-491,1,0,5,2,80,2,0,0
57,unemployed,married,secondary,3754,0,0,5,2,1063,2,0,1
60,management,married,tertiary,2281,0,0,5,2,230,2,0,1
31,blue-collar,married,secondary,823,1,0,5,2,152,2,0,0
46,technician,married,tertiary,157,0,0,5,2,120,2,1,0
33,technician,married,secondary,14850,1,0,5,2,122,5,0,0
36,technician,married,secondary,696,1,0,5,2,590,5,0,0
28,technician,married,tertiary,510,1,0,5,2,110,2,0,0
37,blue-collar,married,primary,95,1,0,5,2,415,2,2,0
31,entrepreneur,single,tertiary,544,0,1,5,2,401,2,3,0
25,student,single,secondary,2354,0,0,5,2,226,7,0,1
42,management,divorced,tertiary,1775,1,0,5,2,276,5,0,0
32,technician,single,secondary,315,1,0,5,2,280,2,0,0
38,housemaid,married,secondary,333,1,0,5,2,606,2,1,0
42,unemployed,single,secondary,139,1,0,5,2,148,2,0,0
45,admin.,married,secondary,67,0,0,5,2,326,2,0,0
28,technician,single,tertiary,676,0,0,5,2,1138,2,0,1
44,management,married,tertiary,1451,1,0,5,2,80,7,15,0
44,technician,married,tertiary,184,1,1,5,2,653,3,2,0
60,admin.,single,secondary,473,0,0,5,2,175,2,1,0
41,blue-collar,married,primary,336,1,0,5,2,192,2,1,0
36,blue-collar,single,secondary,0,1,0,5,2,569,2,0,0
33,management,married,tertiary,377,1,0,5,2,213,2,1,0
41,unemployed,married,primary,4112,0,0,5,2,764,2,0,0
37,blue-collar,married,primary,655,1,0,5,2,127,2,4,0
30,technician,single,secondary,11,0,0,5,2,363,6,0,0
50,technician,single,secondary,1022,0,0,5,2,155,2,0,0
37,management,married,tertiary,21,1,0,5,2,89,2,2,0
51,unemployed,married,secondary,3640,0,0,5,2,295,6,0,0
40,entrepreneur,divorced,tertiary,0,0,1,5,2,985,6,0,0
30,technician,married,secondary,436,1,0,5,2,138,3,8,0
34,admin.,single,secondary,713,0,0,5,2,124,2,0,0
40,unemployed,married,tertiary,2135,1,0,5,2,171,5,1,0
59,self-employed,single,primary,0,1,0,5,2,1307,2,0,0
57,management,married,tertiary,337,0,0,5,2,59,2,0,0
34,entrepreneur,married,tertiary,1076,1,0,5,2,136,10,0,1
43,blue-collar,married,secondary,-19,1,0,5,2,124,3,0,0
31,blue-collar,married,primary,1738,0,0,5,2,895,3,0,0
34,management,single,tertiary,1228,0,0,5,2,263,8,0,1
39,blue-collar,single,secondary,357,0,1,5,2,250,3,0,0
39,technician,single,secondary,0,1,1,5,2,95,4,0,0
37,unemployed,single,primary,3777,0,0,5,2,206,3,0,0
33,admin.,single,secondary,894,0,0,5,2,509,2,0,0
58,management,married,tertiary,3342,0,0,5,2,344,5,0,1
44,unemployed,divorced,tertiary,0,0,0,5,2,1960,3,0,1
57,unemployed,married,secondary,4588,0,0,5,2,485,3,0,0
26,management,single,tertiary,690,0,0,5,2,76,3,0,0
40,blue-collar,married,primary,533,1,0,5,2,675,4,0,0
48,admin.,married,secondary,191,1,0,5,2,238,3,0,0
43,admin.,single,secondary,1022,1,0,5,2,163,3,2,0
35,blue-collar,single,secondary,0,1,0,5,2,155,3,1,0
29,entrepreneur,single,tertiary,54,0,0,5,2,251,3,0,0
46,entrepreneur,married,secondary,122,0,0,5,2,178,7,0,0
32,management,single,tertiary,0,0,0,5,2,550,4,0,1
56,unemployed,divorced,primary,1770,0,0,5,2,916,3,0,0
36,technician,married,secondary,145,1,1,5,2,267,2,0,0
34,technician,single,secondary,403,0,0,5,2,319,2,0,0
28,management,single,tertiary,321,0,1,5,2,255,6,0,0
29,housemaid,married,primary,132,0,0,5,2,559,5,0,0
43,admin.,single,secondary,375,0,1,5,2,193,2,4,0
33,blue-collar,single,secondary,123,1,0,5,2,273,3,4,0
47,self-employed,married,secondary,2,0,0,5,2,236,2,0,0
37,blue-collar,single,secondary,111,1,0,5,2,60,2,2,0
32,blue-collar,divorced,primary,158,1,0,5,2,728,4,1,0
43,unemployed,married,secondary,511,1,1,5,2,191,5,5,0
38,admin.,divorced,secondary,19,1,0,5,2,1130,3,2,1
26,technician,single,secondary,430,0,0,5,2,450,2,0,0
34,management,single,tertiary,0,0,0,5,2,427,3,0,0
53,housemaid,single,primary,80,0,0,5,2,230,2,0,0
26,services,married,secondary,116,0,0,5,2,319,2,0,0
31,technician,single,tertiary,3729,1,0,5,2,176,2,10,0
35,management,married,tertiary,506,1,0,5,2,193,4,0,0
39,technician,married,secondary,211,0,0,6,2,53,2,0,0
54,self-employed,married,tertiary,542,0,0,6,2,48,5,0,0
33,blue-collar,single,secondary,687,1,0,6,2,178,2,1,0
39,blue-collar,single,secondary,0,1,1,6,2,14,8,0,0
39,management,single,tertiary,0,1,0,6,2,13,8,2,0
30,management,single,tertiary,640,0,0,6,2,124,4,2,0
33,admin.,divorced,secondary,420,1,0,6,2,112,2,0,0
34,services,single,secondary,1758,1,0,6,2,14,8,0,0
42,technician,married,tertiary,1397,1,0,6,2,135,7,0,0
36,unemployed,married,secondary,439,1,0,6,2,18,6,0,0
30,technician,single,secondary,1282,0,0,6,2,156,2,0,0
43,services,married,secondary,488,1,0,6,2,8,6,0,0
29,blue-collar,married,secondary,247,0,1,6,2,204,2,1,0
49,entrepreneur,divorced,tertiary,1145,1,1,6,2,36,4,0,0
38,blue-collar,married,primary,346,0,0,6,2,15,3,3,0
52,management,married,secondary,4873,0,0,6,2,381,6,9,0
44,management,married,tertiary,445,0,1,6,2,135,2,7,0
28,unemployed,single,tertiary,0,0,0,6,2,15,9,0,0
53,technician,married,secondary,287,0,0,6,2,13,5,0,0
29,unemployed,single,tertiary,111,0,0,6,2,98,2,0,0
38,admin.,single,secondary,648,1,0,6,2,101,2,0,0
32,blue-collar,married,primary,1518,1,0,6,2,35,3,0,0
64,retired,married,primary,440,0,0,6,2,495,1,0,1
26,management,single,tertiary,383,0,0,6,2,645,2,0,0
43,technician,married,primary,321,1,0,6,2,12,5,6,0
31,services,single,secondary,13,0,1,6,2,1019,2,0,1
51,management,married,tertiary,-321,0,0,6,2,470,2,2,0
40,technician,married,secondary,990,1,0,6,2,252,3,0,0
56,admin.,married,secondary,1554,1,1,6,2,15,6,27,0
40,entrepreneur,married,secondary,2663,1,1,6,2,289,2,0,0
30,unemployed,single,tertiary,306,0,0,6,2,90,6,14,0
61,retired,married,primary,3738,0,0,6,2,188,1,0,0
37,services,single,primary,0,0,1,6,2,155,6,5,0
52,unemployed,married,tertiary,0,0,0,6,2,43,4,0,0
33,management,divorced,tertiary,387,0,0,6,2,17,5,0,0
31,self-employed,single,secondary,0,0,1,6,2,287,6,0,0
35,management,single,tertiary,3,1,1,6,2,217,1,0,0
35,admin.,divorced,secondary,627,1,0,6,2,298,6,2,0
49,self-employed,married,tertiary,503,1,0,6,2,310,4,1,0
55,technician,married,secondary,312,0,0,6,2,13,8,3,0
28,blue-collar,single,secondary,2909,0,0,6,2,205,7,0,0
41,unemployed,married,primary,-117,1,0,6,2,117,6,0,0
32,services,single,secondary,124,1,0,6,2,202,3,5,0
46,management,married,tertiary,1698,1,0,6,2,90,1,0,0
41,management,married,secondary,611,1,0,6,2,38,1,1,0
36,management,divorced,tertiary,2361,0,0,6,2,101,1,0,0
40,admin.,married,secondary,767,1,0,6,2,168,1,0,0
31,management,single,tertiary,12857,1,0,6,2,158,1,1,1
42,blue-collar,divorced,primary,103,1,0,6,2,170,1,0,0
44,technician,single,secondary,196,1,0,6,2,386,3,0,0
44,technician,married,secondary,310,1,0,6,2,200,1,1,0
36,unemployed,married,primary,0,0,0,6,2,409,1,0,0
35,services,married,secondary,868,0,0,6,2,36,1,0,0
31,blue-collar,single,secondary,-538,0,1,6,2,521,1,0,0
29,blue-collar,single,primary,269,0,0,6,2,40,1,0,0
43,management,married,tertiary,479,1,0,6,2,168,1,2,0
34,admin.,married,tertiary,37,0,0,6,2,45,1,0,0
66,technician,married,secondary,0,0,0,6,2,751,1,0,1
31,blue-collar,married,secondary,492,1,0,6,2,99,1,0,0
33,technician,single,secondary,2583,0,0,6,2,129,1,0,0
31,services,married,secondary,1801,1,0,6,2,136,1,2,0
28,student,single,secondary,29,0,1,6,2,402,1,0,0
26,management,single,tertiary,2722,0,0,6,2,206,1,0,0
30,housemaid,single,secondary,1924,0,0,6,2,170,1,0,0
44,blue-collar,married,secondary,837,1,0,6,2,218,1,0,0
41,blue-collar,divorced,secondary,351,1,0,6,2,12,8,9,0
41,management,married,tertiary,326,0,0,6,2,163,1,2,0
33,management,divorced,tertiary,802,0,0,6,2,401,1,0,0
36,housemaid,married,primary,-125,0,1,6,2,91,2,0,0
32,blue-collar,married,secondary,0,0,0,6,2,350,1,0,0
70,management,married,tertiary,5563,0,0,6,2,146,1,0,0
59,retired,married,primary,3000,0,1,6,2,25,1,0,0
48,blue-collar,married,secondary,264,0,0,6,2,439,2,0,0
37,technician,single,tertiary,6101,0,0,6,2,141,1,0,1
31,admin.,single,tertiary,383,0,1,6,2,119,1,1,0
33,management,married,tertiary,23,1,1,6,2,150,1,0,0
33,management,single,tertiary,417,1,0,6,2,83,1,0,0
38,blue-collar,married,secondary,121,1,1,6,2,168,1,2,0
47,retired,divorced,secondary,700,1,0,6,2,69,3,0,0
28,blue-collar,married,secondary,53,1,1,6,2,459,1,0,0
46,blue-collar,married,secondary,1352,1,0,6,2,193,1,0,0
31,blue-collar,married,secondary,23,0,1,6,2,384,5,0,0
29,unemployed,single,secondary,2424,0,0,6,2,93,1,0,0
33,management,married,tertiary,158,0,0,6,2,192,2,0,1
26,services,single,secondary,531,1,1,6,2,184,1,0,0
42,entrepreneur,married,primary,66,1,1,6,2,139,1,0,0
33,student,single,tertiary,882,1,0,6,2,311,1,0,0
60,blue-collar,married,primary,5798,1,0,6,2,58,2,0,0
27,technician,single,secondary,0,0,0,6,2,161,1,0,0
30,entrepreneur,married,tertiary,93,1,0,6,2,146,4,0,0
47,blue-collar,married,secondary,1096,1,1,6,2,174,2,0,0
40,management,married,secondary,6695,1,0,6,2,297,1,1,0
36,unemployed,divorced,primary,510,0,0,6,2,258,2,0,0
45,self-employed,married,tertiary,1265,1,0,6,2,79,2,0,0
52,management,divorced,primary,11,0,0,6,2,365,1,1,0
37,admin.,single,secondary,310,0,1,6,2,179,1,0,0
50,management,married,tertiary,346,0,0,6,2,178,1,0,1
31,management,single,tertiary,2137,0,0,6,2,132,1,0,0
31,management,married,tertiary,140,0,0,6,2,9,8,4,0
55,management,divorced,secondary,698,1,1,6,2,25,1,0,0
50,technician,divorced,tertiary,-1455,1,1,6,2,119,1,0,0
37,technician,married,secondary,-254,1,1,6,2,121,3,2,0
52,unemployed,married,tertiary,1595,0,0,6,2,40,1,0,0
26,services,single,secondary,1347,0,0,6,2,254,1,0,0
40,admin.,single,secondary,0,0,0,6,2,290,1,0,0
58,services,married,primary,443,0,0,6,2,41,2,1,0
60,admin.,divorced,secondary,-41,1,1,6,2,1658,1,1,1
37,unemployed,divorced,secondary,74,1,0,6,2,120,1,1,0
27,student,single,tertiary,524,0,0,6,2,496,2,0,0
58,unemployed,married,secondary,315,1,0,6,2,36,1,0,0
27,services,single,secondary,0,0,0,6,2,145,1,0,0
56,retired,married,secondary,488,0,0,6,2,146,4,0,0
26,unemployed,single,secondary,387,0,0,6,2,506,1,0,0
28,blue-collar,single,secondary,517,0,1,6,2,91,3,1,0
42,technician,married,secondary,1048,1,0,6,2,23,2,0,0
32,blue-collar,single,primary,1450,1,0,6,2,72,6,1,0
56,blue-collar,divorced,secondary,2780,1,0,6,2,81,3,0,0
60,technician,married,secondary,1139,0,0,6,2,67,2,2,0
33,blue-collar,single,secondary,697,0,0,6,2,860,2,0,1
31,self-employed,married,tertiary,1134,0,0,6,2,174,2,0,0
43,admin.,single,secondary,309,1,0,6,2,24,5,1,0
55,entrepreneur,married,secondary,8104,0,0,6,2,213,2,0,0
67,retired,single,primary,491,0,0,6,2,110,1,0,0
30,student,single,tertiary,0,0,0,6,2,10,5,0,0
45,housemaid,single,primary,959,1,0,6,2,156,2,0,0
29,blue-collar,married,secondary,76,1,0,6,2,198,3,0,0
41,blue-collar,married,primary,0,1,0,6,2,620,4,4,0
30,student,single,tertiary,300,0,0,6,2,38,1,0,0
27,services,single,secondary,795,0,0,6,2,101,3,0,0
38,unemployed,single,tertiary,0,0,0,6,2,39,2,0,0
36,services,single,secondary,417,1,0,6,2,15,10,3,0
46,technician,married,primary,718,1,0,6,2,80,2,1,0
34,housemaid,divorced,secondary,-28,1,0,6,2,514,2,0,0
27,blue-collar,single,primary,540,0,0,6,2,115,1,0,0
47,management,married,tertiary,0,1,0,6,2,138,4,2,0
57,admin.,divorced,secondary,-435,1,1,6,2,89,5,2,0
28,housemaid,single,tertiary,731,1,0,6,2,135,2,0,0
40,housemaid,married,primary,1832,0,0,6,2,213,4,0,0
32,blue-collar,married,secondary,300,0,0,6,2,166,2,0,0
50,entrepreneur,divorced,tertiary,1790,0,1,6,2,748,3,0,0
46,technician,married,tertiary,-369,1,1,6,2,339,4,0,0
49,management,married,secondary,48,0,0,6,2,526,4,0,0
56,management,married,tertiary,616,0,0,6,2,156,1,0,1
33,admin.,married,secondary,0,0,1,6,2,214,5,0,0
48,management,married,tertiary,0,0,1,6,2,1423,3,0,0
34,technician,single,secondary,347,1,0,6,2,154,2,6,0
54,management,married,tertiary,5927,0,0,6,2,256,2,0,0
45,blue-collar,married,secondary,776,1,0,6,2,232,4,1,0
35,management,single,tertiary,1064,1,0,6,2,69,2,1,0
26,unemployed,single,tertiary,521,0,0,6,2,123,3,0,0
27,services,single,secondary,3977,0,0,6,2,108,2,0,0
47,self-employed,married,tertiary,-80,1,0,6,2,150,3,2,0
34,blue-collar,single,tertiary,1168,0,0,6,2,163,2,0,0
28,admin.,single,secondary,89,1,1,6,2,172,2,0,0
57,unemployed,married,secondary,3030,0,0,6,2,142,2,0,0
54,retired,single,secondary,515,1,0,6,2,115,2,1,0
26,services,single,tertiary,1140,1,0,6,2,984,2,0,1
45,admin.,married,secondary,285,0,0,6,2,8,5,0,0
36,services,married,secondary,488,1,0,6,2,220,5,0,0
27,services,single,tertiary,691,0,1,6,2,357,12,0,0
35,admin.,divorced,secondary,183,0,1,6,2,12,7,1,0
47,self-employed,married,tertiary,917,0,0,6,2,518,3,5,0
33,management,married,tertiary,1412,0,0,6,2,433,2,0,0
38,management,married,tertiary,569,1,0,6,2,105,2,1,0
32,management,single,tertiary,2770,0,0,6,2,44,9,0,0
27,management,single,secondary,116,1,0,6,2,138,2,0,0
34,admin.,married,tertiary,457,0,0,6,2,144,5,0,0
52,services,married,secondary,1351,1,0,6,2,11,3,0,0
49,retired,divorced,secondary,-268,1,0,6,2,42,2,5,0
33,technician,single,secondary,211,1,1,6,2,217,2,0,0
35,management,single,secondary,6809,1,0,6,2,139,8,7,0
53,admin.,married,secondary,849,1,0,6,2,3102,3,0,1
27,self-employed,divorced,secondary,165,1,0,6,2,1160,2,4,0
27,admin.,single,secondary,6492,0,0,6,2,7,6,0,0
29,technician,single,tertiary,195,1,1,6,2,210,16,0,0
42,technician,married,secondary,769,0,0,6,2,187,2,1,0
47,services,divorced,secondary,691,0,0,6,2,285,6,0,0
55,blue-collar,married,secondary,-157,0,0,6,2,354,5,0,0
42,technician,married,secondary,419,0,0,6,2,198,2,0,0
59,retired,divorced,tertiary,3444,0,0,6,2,241,2,0,1
49,blue-collar,married,primary,183,1,1,6,2,257,2,0,0
59,unemployed,married,secondary,1226,0,0,6,2,270,3,0,0
50,technician,divorced,secondary,-298,1,0,6,2,68,8,0,0
34,technician,married,secondary,904,0,0,6,2,199,3,0,0
27,blue-collar,married,secondary,1024,0,0,6,2,280,6,0,0
35,blue-collar,single,secondary,2158,1,0,6,2,288,2,0,0
33,blue-collar,single,tertiary,350,1,0,6,2,148,7,5,0
46,unemployed,married,primary,1251,1,0,6,2,665,2,0,0
46,unemployed,divorced,secondary,22,0,0,6,2,8,10,0,0
29,blue-collar,divorced,primary,2,1,0,6,2,10,7,0,0
55,technician,married,secondary,517,1,1,6,2,47,3,4,0
44,self-employed,divorced,tertiary,2938,0,0,6,2,107,2,0,0
58,services,married,secondary,-37,0,1,6,2,150,2,6,0
40,management,divorced,tertiary,49,0,0,6,2,249,3,0,0
29,blue-collar,single,secondary,0,0,0,6,2,437,2,0,0
56,technician,single,primary,145,1,0,6,2,124,2,2,0
35,unemployed,married,secondary,547,1,0,6,2,527,2,0,0
34,services,married,secondary,196,0,0,6,2,59,3,0,0
33,technician,single,secondary,10,1,0,6,2,71,2,1,0
28,blue-collar,married,secondary,1137,0,0,6,2,129,4,3,0
30,unemployed,single,secondary,2303,0,0,6,2,193,5,0,0
28,management,married,tertiary,247,0,0,6,2,1192,3,0,0
27,technician,married,tertiary,13,1,0,6,2,24,5,0,0
38,blue-collar,married,primary,558,1,0,6,2,427,3,0,0
30,management,single,tertiary,0,0,0,6,2,108,4,0,0
36,management,married,primary,392,0,0,6,2,148,2,0,0
32,housemaid,married,primary,-184,1,0,6,2,129,2,1,0
56,entrepreneur,married,secondary,1272,0,0,6,2,290,2,0,0
45,technician,divorced,secondary,415,1,0,6,2,74,3,0,0
54,management,married,tertiary,184,0,0,6,2,13,6,0,0
32,blue-collar,married,secondary,1879,0,0,6,2,591,8,0,1
46,entrepreneur,married,secondary,122,0,0,6,2,1047,2,7,0
33,management,married,tertiary,17946,1,0,6,2,195,5,1,0
36,technician,single,secondary,1102,0,0,6,2,236,4,0,0
30,blue-collar,single,secondary,522,0,0,6,2,197,3,0,0
49,management,married,tertiary,488,1,0,6,2,110,2,0,0
37,technician,married,secondary,95,0,0,6,2,454,3,0,0
47,blue-collar,divorced,primary,1279,1,0,6,2,479,2,0,0
57,retired,married,primary,1532,0,0,6,2,286,3,0,0
28,unemployed,single,primary,236,0,0,6,2,460,3,0,0
44,blue-collar,divorced,secondary,1258,1,0,6,2,607,4,0,0
31,admin.,single,secondary,690,0,0,6,2,92,12,0,0
52,blue-collar,married,primary,320,1,0,6,2,306,3,4,0
40,blue-collar,married,primary,451,1,0,6,2,356,3,1,0
22,student,single,secondary,0,0,0,6,2,229,6,0,1
30,management,single,tertiary,520,1,0,6,2,157,5,0,0
31,admin.,single,secondary,1201,0,0,6,2,270,5,0,0
34,management,married,tertiary,0,0,0,6,2,787,3,1,1
27,self-employed,single,tertiary,26,0,0,6,2,31,5,0,0
52,services,divorced,secondary,289,1,1,6,2,102,5,0,0
35,blue-collar,married,secondary,2074,0,0,6,2,183,4,0,0
52,entrepreneur,divorced,tertiary,1089,0,1,9,2,216,4,0,0
55,unemployed,single,primary,274,0,0,9,2,7,5,0,0
28,blue-collar,married,secondary,1134,0,0,9,2,130,3,0,0
37,unemployed,married,secondary,924,1,0,9,2,181,9,0,0
31,admin.,single,secondary,476,0,0,9,2,284,2,0,0
40,management,divorced,secondary,108,0,0,9,2,10,6,0,0
38,blue-collar,single,primary,2198,0,0,9,2,269,2,0,0
37,blue-collar,married,secondary,688,1,0,9,2,158,2,2,0
50,blue-collar,married,primary,859,1,1,9,2,56,5,7,0
33,management,married,tertiary,594,1,1,9,2,21,5,0,0
51,management,single,tertiary,2242,0,0,9,2,11,8,0,0
31,technician,married,secondary,783,0,0,9,2,10,5,0,0
47,management,married,primary,1675,1,0,9,2,38,3,0,0
26,self-employed,married,tertiary,479,1,0,9,2,133,3,0,0
51,admin.,divorced,secondary,2785,0,0,9,2,23,10,0,0
28,technician,married,secondary,-579,1,1,9,2,84,2,0,0
28,technician,single,secondary,456,0,0,9,2,16,9,0,0
29,admin.,single,secondary,291,0,0,9,2,12,9,0,0
49,blue-collar,married,primary,474,1,1,9,2,152,3,1,0
41,admin.,single,tertiary,873,1,0,9,2,16,9,0,0
46,self-employed,married,tertiary,291,0,0,9,2,105,4,0,0
47,admin.,married,secondary,520,0,0,9,2,7,6,0,0
39,services,married,secondary,208,0,1,9,2,122,2,0,0
33,admin.,married,secondary,347,1,0,9,2,7,7,13,0
33,management,divorced,tertiary,-848,1,0,9,2,12,12,2,0
40,admin.,married,secondary,100,1,0,9,2,38,8,0,0
35,management,married,tertiary,354,0,1,9,2,117,4,2,0
35,unemployed,single,primary,-84,0,0,9,2,19,11,0,0
33,technician,single,secondary,0,1,1,9,2,47,2,4,0
30,blue-collar,married,primary,243,0,1,9,2,133,2,2,0
38,blue-collar,married,secondary,452,1,0,9,2,69,4,0,0
34,blue-collar,single,primary,1702,0,0,9,2,22,4,0,0
36,blue-collar,married,secondary,106,1,0,9,2,51,5,0,0
56,technician,divorced,secondary,0,1,0,9,2,139,5,4,0
53,blue-collar,divorced,primary,559,0,0,9,2,16,5,0,0
43,blue-collar,married,secondary,130,1,0,9,2,146,3,1,0
29,admin.,single,secondary,103,0,0,9,2,502,5,0,0
32,blue-collar,married,primary,183,1,0,9,2,308,4,3,0
27,blue-collar,single,secondary,539,1,0,9,2,268,5,2,0
33,technician,married,secondary,0,1,0,9,2,176,2,2,0
33,technician,married,tertiary,79,1,1,9,2,390,8,0,0
40,management,married,tertiary,89,1,1,9,2,148,6,0,0
27,blue-collar,married,secondary,556,1,0,9,2,11,7,0,0
32,admin.,divorced,secondary,298,1,0,9,2,12,4,0,0
28,self-employed,single,secondary,5679,1,0,9,2,701,4,0,1
37,entrepreneur,married,secondary,1290,0,0,9,2,87,2,0,0
39,services,married,tertiary,1493,0,0,9,2,912,3,0,1
45,management,married,secondary,1134,0,1,9,2,102,4,0,0
31,management,married,tertiary,395,1,0,9,2,155,3,0,0
52,management,married,tertiary,749,0,1,9,2,342,2,0,0
31,services,married,secondary,655,0,1,9,2,190,6,0,0
28,technician,single,secondary,313,0,0,9,2,1183,2,0,1
35,technician,single,secondary,694,0,0,9,2,29,2,0,0
43,management,married,tertiary,938,1,0,9,2,71,2,0,0
39,technician,divorced,secondary,1972,1,0,9,2,82,3,0,0
34,admin.,single,secondary,1,1,0,9,2,185,7,1,0
32,blue-collar,married,secondary,322,1,1,9,2,117,3,0,0
35,management,married,tertiary,182,0,0,9,2,27,7,0,0
37,blue-collar,married,secondary,408,1,0,9,2,28,9,0,0
59,services,married,secondary,968,0,0,9,2,105,2,0,0
52,admin.,married,secondary,-462,1,0,9,2,172,5,0,0
45,unemployed,single,primary,2249,1,0,9,2,247,5,0,0
49,blue-collar,married,primary,3103,0,0,9,2,26,5,0,0
33,unemployed,single,secondary,559,1,0,9,2,18,6,0,0
48,management,married,tertiary,0,0,1,9,2,18,8,0,0
58,unemployed,divorced,secondary,729,0,1,9,2,60,2,0,0
